4.472135954999580498e+00 3.162277660168374194e+00 3.687817782917156340e+00 9.011049890681550600e-01 6.341836734693877986e+01 7.674904865761267558e+01 2.000000000000000000e+01
2.692173218196956874e+00 1.095958226385217671e+00 2.821727026320927312e+00 9.677158264251671804e-01 6.085858585858586167e+01 7.201890818167392183e+01 2.000000000000000000e+01
2.741707525891506236e+00 1.808852384719711326e+00 2.612827213524860692e+00 8.343568277008263090e-01 6.864583333333334281e+01 8.487800440309817418e+01 2.000000000000000000e+01
4.472135954999580498e+00 3.162277660168378191e+00 3.521363372331801411e+00 8.589170128671148596e-01 6.294871794871795601e+01 7.566889446075401793e+01 2.000000000000000000e+01
2.692173218196956874e+00 1.674779944833200807e+00 2.563728623106839688e+00 8.946042575069625968e-01 6.091836734693877986e+01 7.497988722785885329e+01 2.000000000000000000e+01
4.472135954999582275e+00 3.316624790355398478e+00 3.261343839027653679e+00 8.995210058283839016e-01 6.102564102564102200e+01 7.286522921647481610e+01 2.000000000000000000e+01
2.741707525891506236e+00 1.474564000317749368e+00 2.623278090739514568e+00 8.025717775204215254e-01 6.281250000000000000e+01 7.664141999039848940e+01 2.000000000000000000e+01
2.741707525891506236e+00 1.066799149938662650e+00 2.902261800241622947e+00 8.584996539728615428e-01 6.040404040404040131e+01 7.084173801737294696e+01 2.000000000000000000e+01
4.472135954999580498e+00 2.236067977499787141e+00 3.898717737923584892e+00 9.134049782412062557e-01 5.679487179487179560e+01 6.763392192981206108e+01 2.000000000000000000e+01
4.472135954999582275e+00 2.449489742783176993e+00 3.851406669430447849e+00 8.890650903586557741e-01 5.663265306122449516e+01 6.770684578961891020e+01 2.000000000000000000e+01
4.472135954999580498e+00 2.236067977499786252e+00 3.687817782917155451e+00 8.048719919520498367e-01 6.800000000000000000e+01 8.205333569080849543e+01 2.000000000000000000e+01
4.472135954999580498e+00 2.828427124746185406e+00 3.640054944640259027e+00 8.986768629814454457e-01 5.948717948717948190e+01 7.025238406266933566e+01 2.000000000000000000e+01
2.692173218196956874e+00 1.663226904076885448e+00 2.586457910240439695e+00 8.343843102215448004e-01 7.156250000000001421e+01 9.004154401663170404e+01 2.000000000000000000e+01
4.472135954999580498e+00 2.236067977499786252e+00 3.847076812334268237e+00 6.609972151166382259e-01 7.505050505050506615e+01 9.086627420106663067e+01 2.000000000000000000e+01
2.741707525891506236e+00 1.650475667020468329e+00 2.491344093673542037e+00 7.634109859705985324e-01 7.400000000000000000e+01 9.068023371013337908e+01 2.000000000000000000e+01
4.472135954999583163e+00 2.999999999999996447e+00 3.415650255319865547e+00 8.093090389047458144e-01 6.722222222222221433e+01 7.985820355815732796e+01 2.000000000000000000e+01
2.741707525891506236e+00 1.293293160063098579e+00 2.661481275407322489e+00 9.375295374262583303e-01 6.131313131313130782e+01 7.270480924686327739e+01 2.000000000000000000e+01
4.472135954999582275e+00 2.236067977499786252e+00 4.098780306383839722e+00 8.647853169187027511e-01 5.806122448979593997e+01 7.009880469305544182e+01 2.000000000000000000e+01
4.472135954999582275e+00 1.732050807568876527e+00 4.358898943540673976e+00 1.021105531091331731e+00 5.534759358288768993e+01 6.735642211291748538e+01 2.000000000000000000e+01
4.472135954999580498e+00 3.464101615137751278e+00 3.535533905932736864e+00 8.893480044470377655e-01 6.556122448979593287e+01 7.984926759722320355e+01 2.000000000000000000e+01
2.741707525891506236e+00 1.434188493408614873e+00 2.632835704015854095e+00 8.084873532529598394e-01 6.585858585858586878e+01 8.035285671418178310e+01 2.000000000000000000e+01
2.692173218196956874e+00 1.302005454317466393e+00 2.729898832505766926e+00 8.633023604299628895e-01 7.616161616161616621e+01 9.274373650702928273e+01 2.000000000000000000e+01
4.472135954999580498e+00 3.316624790355398478e+00 3.516196291966129372e+00 8.938207327302921668e-01 6.163265306122449516e+01 7.528254995929411564e+01 2.000000000000000000e+01
2.741707525891506236e+00 1.424004363767656267e+00 2.720962202134852070e+00 8.836358039587964841e-01 6.631313131313129361e+01 8.055961487426959877e+01 2.000000000000000000e+01
2.741707525891506236e+00 1.761729589872044199e+00 2.608756351001392471e+00 7.617739491579053057e-01 7.404040404040404155e+01 9.112082275382194041e+01 2.000000000000000000e+01
2.741707525891506236e+00 1.014412963773229759e+00 2.875634421179591005e+00 8.056580947374272217e-01 6.727272727272726627e+01 7.938349745356245535e+01 2.000000000000000000e+01
4.472135954999580498e+00 2.645751311064590716e+00 3.964124835860458607e+00 8.513812974778021125e-01 6.056122448979593997e+01 7.403243430752824850e+01 2.000000000000000000e+01
4.472135954999580498e+00 2.645751311064588496e+00 3.565709706956767810e+00 7.074894690140847153e-01 7.100000000000000000e+01 8.647070629121209606e+01 2.000000000000000000e+01
4.472135954999580498e+00 2.236067977499788473e+00 4.195235392680606523e+00 7.896520491747975878e-01 6.906250000000001421e+01 8.560175546514436462e+01 2.000000000000000000e+01
2.741707525891506236e+00 1.791916919681524556e+00 2.475726217919133720e+00 8.680597926502718886e-01 6.641025641025640880e+01 8.079701113568854964e+01 2.000000000000000000e+01
4.472135954999580498e+00 2.999999999999996891e+00 3.815174380753199479e+00 9.574331012759260684e-01 5.760416666666668561e+01 7.003894776234594133e+01 2.000000000000000000e+01
2.784298562266965149e+00 1.676114969720350567e+00 2.471482296616518859e+00 7.543788073560843133e-01 7.250000000000000000e+01 8.806130037955689716e+01 2.000000000000000000e+01
4.472135954999580498e+00 2.828427124746184518e+00 3.259601202601324133e+00 8.281959314760108937e-01 6.085858585858585457e+01 7.134386689278484539e+01 2.000000000000000000e+01
2.673663068951778410e+00 1.475773161594550631e+00 2.475775339715495793e+00 7.906212241645128591e-01 6.949494949494950902e+01 8.207686851038866394e+01 2.000000000000000000e+01
2.692173218196956874e+00 1.523808449084637084e+00 2.623278090739514568e+00 8.485224736605019302e-01 6.739583333333334281e+01 8.299437096352032484e+01 2.000000000000000000e+01
2.632764408668474498e+00 9.741047582548539863e-01 2.677115231402629192e+00 9.626193884170100024e-01 5.564102564102564230e+01 6.600230461630916068e+01 2.000000000000000000e+01
4.472135954999580498e+00 3.316624790355393593e+00 3.343922574136276804e+00 8.586348696100611910e-01 6.217948717948717530e+01 7.523648821024656286e+01 2.000000000000000000e+01
2.741707525891506236e+00 1.141308697219413526e+00 2.717955037870738000e+00 8.570198155723539601e-01 6.585858585858586878e+01 7.864253828594715401e+01 2.000000000000000000e+01
2.741707525891506236e+00 1.221329333786921767e+00 2.776115471341239260e+00 6.780816996980344458e-01 7.116161616161616621e+01 8.551224347882700272e+01 2.000000000000000000e+01
2.784298562266965149e+00 1.379115218388651254e+00 2.571902603562937983e+00 9.047443825679459817e-01 6.085858585858586167e+01 7.048864115499544880e+01 2.000000000000000000e+01
4.472135954999582275e+00 3.464101615137752166e+00 3.807886552931954771e+00 9.873067565763435915e-01 6.032828282828284472e+01 7.501555457232412039e+01 2.000000000000000000e+01
4.472135954999580498e+00 2.449489742783176549e+00 3.915780041490243946e+00 9.279725965482943373e-01 5.482051282051282470e+01 6.481329167604144459e+01 2.000000000000000000e+01
2.632764408668474498e+00 1.172799203011790414e+00 2.633841240890764990e+00 7.843484724800623420e-01 6.950000000000000000e+01 8.474979174509083180e+01 2.000000000000000000e+01
4.472135954999583163e+00 2.828427124746183630e+00 3.741657386773940885e+00 8.492825046373794207e-01 6.572916666666668561e+01 7.966048692841599177e+01 2.000000000000000000e+01
4.472135954999580498e+00 2.999999999999994671e+00 3.636237371545238073e+00 8.338532576351332937e-01 6.822916666666665719e+01 8.266107483597518524e+01 2.000000000000000000e+01
4.472135954999580498e+00 2.999999999999994671e+00 3.726779962499649379e+00 8.709984012447687940e-01 6.564102564102562098e+01 8.029507822328233146e+01 2.000000000000000000e+01
2.692173218196956874e+00 1.433597196560525422e+00 2.782361210974606092e+00 8.969917078176369296e-01 6.281250000000000000e+01 7.618191979875346931e+01 2.000000000000000000e+01
