4.031771874790341492e+00 2.565088794310758313e+00 3.433703223817876626e+00 9.182795785818919088e-01 5.140751780096043433e+01 5.101010101010103170e+01 6.580778493651511951e+01 6.100000000000000000e+01
3.665201078921636046e+00 1.770629605338919443e+00 3.288020214758635706e+00 6.525282321318459644e-01 5.852406417112299408e+01 5.240641711229945798e+01 7.319091988540395732e+01 5.000000000000000000e+01
4.472135954999580498e+00 3.162277660168373306e+00 3.781534080237807682e+00 9.129673183951118043e-01 6.315384615384616041e+01 6.948717948717947479e+01 7.994182177168676162e+01 2.000000000000000000e+01
2.845626439643745620e+00 1.464339459210772798e+00 2.800781960035068519e+00 5.739534848044978155e-01 6.238486842105264429e+01 6.263157894736841769e+01 7.984565131687139683e+01 6.400000000000000000e+01
3.112620717711054308e+00 1.125092775800281553e+00 3.154462714911100196e+00 8.676783382605512962e-01 7.190874259839777949e+01 7.222222222222221433e+01 8.831125514470069504e+01 2.900000000000000000e+01
3.186962435426849982e+00 1.767159073458801632e+00 2.897563002784463215e+00 7.764628862774646256e-01 5.683210784313726549e+01 5.572916666666667140e+01 7.076550825896907781e+01 3.400000000000000000e+01
3.207475440924894894e+00 1.665431345418999953e+00 3.031648732600017215e+00 7.559987494762713256e-01 5.128839414553701204e+01 5.101010101010103170e+01 6.643885105449042783e+01 9.800000000000000000e+01
2.919585858309062587e+00 1.132141797932582072e+00 3.226696951787006107e+00 6.280693993257256968e-01 5.840404040404038710e+01 6.313131313131312083e+01 7.517164871792340364e+01 7.500000000000000000e+01
3.187592862198447285e+00 1.832520197188891586e+00 3.030397721456747462e+00 6.200656116467615497e-01 6.446842105263158373e+01 7.150000000000000000e+01 8.255441288166846903e+01 9.500000000000000000e+01
3.557256847483961426e+00 2.084753528416131374e+00 3.055038983755721027e+00 7.093344174452108630e-01 5.928260869565217916e+01 5.950000000000000000e+01 7.508822969223042776e+01 4.600000000000000000e+01
3.646156928560786881e+00 1.806565431234990138e+00 3.539716599483638593e+00 7.068427723303007948e-01 6.208488123381741275e+01 6.613756613756613945e+01 7.996293984740137262e+01 4.700000000000000000e+01
3.803791767568827087e+00 2.554806952573566825e+00 3.466372378947204069e+00 7.746106855157464111e-01 6.106615059817030300e+01 6.377551020408164817e+01 7.999904189433777901e+01 5.800000000000000000e+01
4.210349125895583633e+00 2.285454742447713183e+00 3.554273828571194116e+00 6.344620333959919423e-01 6.163691711636915471e+01 6.767676767676768179e+01 7.810016658562634007e+01 7.300000000000000000e+01
3.772614890255407083e+00 2.145884575899411395e+00 3.382524841193966569e+00 7.339203556448279375e-01 6.261789740050609510e+01 6.851851851851851904e+01 8.101891365916874577e+01 4.600000000000000000e+01
2.978071215719371612e+00 1.139606490422189866e+00 2.896649634462375555e+00 6.413509266119173935e-01 6.450849345586188122e+01 7.089947089947091285e+01 8.204066426514812349e+01 7.600000000000000000e+01
4.472509901445919311e+00 2.718350118256173786e+00 3.944055773268623888e+00 7.384945974088621412e-01 5.500156985871272042e+01 5.085714285714286120e+01 7.175615453292145673e+01 9.100000000000000000e+01
3.316624790355402919e+00 2.449489742783170332e+00 2.768874620972690437e+00 9.406946917528593577e-01 6.616161616161616621e+01 6.616161616161616621e+01 7.863899156156622894e+01 1.100000000000000000e+01
3.871258567902145398e+00 2.694677646634167090e+00 3.365327417377969255e+00 8.088528318368356507e-01 5.822222222222223564e+01 5.944444444444444997e+01 7.627619962621936622e+01 6.000000000000000000e+01
3.916968297481337125e+00 1.877413299107214328e+00 3.275352425526758093e+00 9.585676435523095007e-01 5.037301587301587347e+01 4.950000000000000000e+01 6.315734832058350179e+01 6.300000000000000000e+01
3.337539485636860981e+00 1.525404910311041196e+00 3.183287316499211261e+00 8.409270321882511556e-01 5.481203007518798387e+01 5.210526315789473983e+01 6.879553076653307642e+01 3.500000000000000000e+01
3.728433125309199792e+00 1.367420839499288165e+00 3.661761882666737300e+00 7.429479906060552086e-01 5.344904815229562445e+01 4.684210526315789735e+01 6.586595319342703192e+01 4.700000000000000000e+01
2.852830339252675707e+00 1.433922681361560425e+00 2.832866360710146303e+00 6.106609790181808384e-01 6.064114681789541095e+01 6.032608695652172059e+01 7.888048058112437388e+01 6.900000000000000000e+01
4.005355402209732851e+00 1.865335766544199192e+00 3.213228366196430486e+00 6.838451208387795743e-01 6.361416361416360843e+01 6.615384615384614619e+01 7.885677895394587722e+01 6.300000000000000000e+01
3.630249556534073552e+00 2.122507763557126559e+00 3.287503659034452408e+00 7.216702042348845936e-01 6.098484848484848442e+01 6.616161616161616621e+01 7.674531365613727019e+01 4.400000000000000000e+01
4.267639635648703411e+00 2.906982683138271017e+00 3.668728603052530790e+00 8.424412095678137646e-01 5.945098039215686470e+01 6.705882352941178226e+01 7.810435924023852294e+01 7.500000000000000000e+01
3.029118564201772390e+00 1.559954283808607567e+00 2.989351581606920494e+00 5.921559441242802979e-01 7.347614071752001053e+01 8.131313131313130782e+01 8.919568938804256675e+01 2.900000000000000000e+01
4.537670245606406638e+00 2.846971357692916982e+00 3.989255823411118840e+00 8.122135623112701763e-01 5.221156481227734503e+01 5.317073170731709553e+01 6.886129958578884214e+01 8.900000000000000000e+01
2.782133168298092762e+00 1.910546008699930409e+00 2.564929485021881561e+00 8.990215849239293622e-01 6.297924297924297576e+01 5.948717948717947479e+01 7.933680279249250589e+01 2.100000000000000000e+01
4.161049260105759373e+00 2.321725740295137896e+00 3.387807081740201731e+00 7.526423150770211734e-01 4.911824909463076949e+01 4.425287356321837962e+01 6.251627007499215694e+01 7.300000000000000000e+01
4.426597926578200948e+00 2.378553025571061408e+00 3.795702533853387184e+00 6.627580357144463585e-01 5.109317765567767111e+01 4.947916666666667140e+01 6.602660876463072270e+01 9.100000000000000000e+01
3.305494141098307193e+00 1.554861888579558427e+00 3.157704682046764688e+00 6.885072675587018409e-01 7.465151515151515582e+01 7.950000000000000000e+01 9.064940571158697935e+01 3.300000000000000000e+01
2.970192610012601264e+00 1.887318634108635429e+00 2.861633723909658755e+00 8.046334080806036848e-01 5.725925925925928084e+01 5.777777777777779988e+01 7.659000515330005499e+01 7.500000000000000000e+01
3.714471242937834816e+00 1.844786646443216993e+00 3.372812770943325322e+00 6.624058822751385245e-01 6.116161616161615910e+01 6.060606060606060908e+01 7.701602708743486403e+01 5.000000000000000000e+01
3.316624790355402919e+00 1.414213562373092259e+00 3.240370349203930189e+00 1.021635416128460649e+00 6.222727272727272663e+01 5.950000000000000000e+01 7.507581537108077896e+01 1.100000000000000000e+01
4.000000000000001776e+00 2.449489742783172996e+00 3.188521078284830779e+00 9.570049046967067374e-01 6.700000000000000000e+01 7.450000000000000000e+01 8.198581191470429985e+01 1.600000000000000000e+01
3.425207707331789919e+00 2.494558825928923973e+00 2.927482685640099280e+00 8.845685100951575786e-01 6.019345238095238670e+01 5.364583333333332860e+01 7.718220481409366585e+01 4.200000000000000000e+01
3.186708769871326119e+00 1.822164240347821762e+00 2.992644912853870132e+00 7.209617385427374847e-01 7.044217687074831247e+01 7.806122448979593287e+01 8.805538926517195364e+01 3.000000000000000000e+01
4.177837092872418445e+00 2.685540308910864482e+00 3.393982174639254890e+00 8.709155033965958470e-01 5.720430107526882324e+01 6.397849462365589090e+01 7.381030812728012336e+01 6.000000000000000000e+01
4.604395461352077668e+00 2.572080260589543865e+00 4.332127080839990541e+00 6.667084583114692986e-01 6.246876561719142273e+01 6.839080459770113407e+01 8.190648095573871501e+01 9.200000000000000000e+01
