9.400000000000000355e+00 8.445488109206576999e-01
2.420000000000000284e+01 8.472303274758387071e-01
3.900000000000000000e+01 8.593665212250026775e-01
5.380000000000000426e+01 8.456240388053185564e-01
6.859999999999999432e+01 8.622822005729297024e-01
8.340000000000000568e+01 8.696248857949772093e-01
9.820000000000001705e+01 8.808020262304595560e-01
1.130000000000000000e+02 8.748654267029990494e-01
1.278000000000000114e+02 8.692302886766193337e-01
1.426000000000000227e+02 8.771399377720556778e-01
