4.000000000000000000e+01 1.374994429820838970e+00
4.000000000000000000e+01 1.324814827135989637e+00
4.000000000000000000e+01 1.335531510423013657e+00
4.000000000000000000e+01 1.348119859527194819e+00
4.000000000000000000e+01 1.345190866516864148e+00
4.000000000000000000e+01 1.390626401537379930e+00
4.000000000000000000e+01 1.328175023222284201e+00
4.000000000000000000e+01 1.397616367848715901e+00
4.000000000000000000e+01 1.324425167730505892e+00
4.000000000000000000e+01 1.366071787560323214e+00
4.000000000000000000e+01 1.425167058149153565e+00
4.000000000000000000e+01 1.336056259903904531e+00
4.000000000000000000e+01 1.375211814657566700e+00
4.000000000000000000e+01 1.325938756965808318e+00
4.000000000000000000e+01 1.325426092337068873e+00
4.000000000000000000e+01 1.350811850796597602e+00
4.000000000000000000e+01 1.373841761553594276e+00
4.000000000000000000e+01 1.388460018065893253e+00
4.000000000000000000e+01 1.437279942254844345e+00
4.000000000000000000e+01 1.355414420650317586e+00
4.000000000000000000e+01 1.336602048844515833e+00
4.000000000000000000e+01 1.351448424060259557e+00
4.000000000000000000e+01 1.371996611876732608e+00
4.000000000000000000e+01 1.366556708792385111e+00
4.000000000000000000e+01 1.377115463355164549e+00
4.000000000000000000e+01 1.349284897735007815e+00
4.000000000000000000e+01 1.416644667966441729e+00
4.000000000000000000e+01 1.363009115946216987e+00
4.000000000000000000e+01 1.395348948481675455e+00
4.000000000000000000e+01 1.348330115763516801e+00
4.000000000000000000e+01 1.336890567153489195e+00
4.000000000000000000e+01 1.332663477676195862e+00
4.000000000000000000e+01 1.346884195909109128e+00
4.000000000000000000e+01 1.378496518249166858e+00
4.000000000000000000e+01 1.384802210126659716e+00
4.000000000000000000e+01 1.346532755033250650e+00
4.000000000000000000e+01 1.345915230801748130e+00
4.000000000000000000e+01 1.348556029017900615e+00
4.000000000000000000e+01 1.336164002560799702e+00
4.000000000000000000e+01 1.352447466869784343e+00
4.000000000000000000e+01 1.327052411874792393e+00
4.000000000000000000e+01 1.388598350782699775e+00
4.000000000000000000e+01 1.383236294686458256e+00
4.000000000000000000e+01 1.380231579693021349e+00
4.000000000000000000e+01 1.395777508606041550e+00
4.000000000000000000e+01 1.364442381377670710e+00
4.000000000000000000e+01 1.309525193364179385e+00
4.000000000000000000e+01 1.352280535549629015e+00
4.000000000000000000e+01 1.397834856797437020e+00
4.000000000000000000e+01 1.363854351678957189e+00
