1.120000000000000000e+02 1.352622679369266336e+02 9.292499999999999716e+01
1.080000000000000000e+02 1.721494316682539534e+02 1.172074074074074019e+02
7.700000000000000000e+01 1.207854838060373055e+02 8.350129870129869403e+01
4.900000000000000000e+01 9.456130097267438828e+01 6.806530612244897327e+01
6.000000000000000000e+01 9.521208646694547895e+01 6.871666666666666856e+01
4.600000000000000000e+01 6.947144422207152559e+01 4.979999999999999716e+01
2.800000000000000000e+01 8.140842692953108894e+01 5.747857142857142776e+01
6.100000000000000000e+01 7.414738658921746151e+01 5.348852459016393368e+01
3.000000000000000000e+01 6.449199749712055052e+01 4.679999999999999716e+01
4.700000000000000000e+01 7.752113127031735473e+01 5.490638297872340701e+01
7.000000000000000000e+00 2.955294769583073489e+01 2.265714285714285836e+01
4.000000000000000000e+00 1.734477953307610321e+01 1.480000000000000071e+01
2.400000000000000000e+01 6.097523311489923969e+01 4.396666666666666146e+01
1.440000000000000000e+02 1.527672648904021173e+02 1.067444444444444400e+02
9.000000000000000000e+00 2.683391574547521330e+01 2.146666666666666856e+01
7.200000000000000000e+01 1.125594450541687195e+02 8.021666666666666856e+01
1.150000000000000000e+02 1.097824129291758055e+02 7.640869565217391823e+01
9.700000000000000000e+01 1.542116448456881130e+02 1.074288659793814418e+02
1.490000000000000000e+02 1.278870921168285548e+02 9.000134228187918950e+01
1.180000000000000000e+02 1.431920281663458070e+02 9.852881355932203178e+01
2.200000000000000000e+01 6.806800439718405471e+01 4.911818181818181728e+01
1.400000000000000000e+01 4.416658622033557435e+01 3.301428571428571956e+01
1.040000000000000000e+02 1.212682573123775427e+02 8.686730769230769056e+01
8.800000000000000000e+01 1.565561738083135310e+02 1.096295454545454504e+02
1.600000000000000000e+01 4.268535198223012372e+01 3.198750000000000071e+01
7.100000000000000000e+01 1.024928946913779129e+02 7.198309859154929313e+01
1.100000000000000000e+02 1.117362075176312430e+02 7.802727272727271668e+01
1.400000000000000000e+02 1.835173011282560935e+02 1.242999999999999972e+02
2.000000000000000000e+01 4.968914704412527072e+01 3.754999999999999716e+01
5.300000000000000000e+01 8.527195307950320569e+01 5.942264150943395862e+01
1.280000000000000000e+02 1.188451213487220457e+02 8.304218749999999716e+01
1.300000000000000000e+02 1.255702260208492334e+02 8.676153846153846416e+01
8.000000000000000000e+00 2.686614568451097895e+01 2.167500000000000071e+01
1.230000000000000000e+02 1.590159406323647318e+02 1.108162601626016226e+02
6.900000000000000000e+01 9.731052011943215518e+01 6.798840579710144993e+01
7.200000000000000000e+01 1.025940393286601875e+02 7.153611111111111143e+01
9.600000000000000000e+01 1.299910493600966106e+02 9.037291666666666856e+01
8.600000000000000000e+01 8.478575430849583938e+01 6.073023255813953369e+01
8.200000000000000000e+01 1.243586186861646183e+02 8.760487804878049189e+01
1.500000000000000000e+01 4.440086272579819138e+01 3.279999999999999716e+01
7.400000000000000000e+01 1.003233850354662451e+02 7.196216216216215855e+01
2.500000000000000000e+01 6.345353192086684402e+01 4.579999999999999716e+01
2.600000000000000000e+01 7.028605422255614599e+01 5.018461538461538396e+01
1.200000000000000000e+01 3.834672420344679011e+01 2.980000000000000071e+01
1.280000000000000000e+02 1.174784138114290926e+02 8.280781249999999716e+01
9.200000000000000000e+01 1.286569722898035764e+02 9.104999999999999716e+01
1.600000000000000000e+01 4.978051082404085292e+01 3.729999999999999716e+01
1.060000000000000000e+02 1.931775019985215351e+02 1.314981132075471635e+02
1.380000000000000000e+02 1.650849371239511356e+02 1.162492753623188406e+02
9.400000000000000000e+01 9.103757768602908129e+01 6.469361702127659441e+01
4.600000000000000000e+01 8.434694494688072552e+01 5.936521739130434128e+01
6.700000000000000000e+01 9.310864168088077975e+01 6.614328358208955194e+01
5.500000000000000000e+01 8.479346042393649441e+01 6.052727272727273089e+01
1.350000000000000000e+02 1.674105773334740945e+02 1.155777777777777828e+02
1.050000000000000000e+02 1.238680170592146368e+02 8.665714285714285836e+01
2.800000000000000000e+01 5.884023389574090857e+01 4.319285714285714306e+01
3.800000000000000000e+01 9.521465265086693819e+01 6.874736842105262724e+01
8.900000000000000000e+01 9.745726951299603513e+01 6.873258426966292234e+01
1.470000000000000000e+02 1.939614220683120323e+02 1.353782312925170004e+02
1.430000000000000000e+02 1.560900371023359696e+02 1.115482517482517437e+02
1.360000000000000000e+02 1.611395642940708512e+02 1.100573529411764753e+02
2.200000000000000000e+01 5.315387591189703187e+01 3.934545454545454390e+01
8.300000000000000000e+01 1.076954095157355056e+02 7.600481927710842456e+01
4.200000000000000000e+01 6.246736636749812277e+01 4.563333333333333286e+01
7.100000000000000000e+01 1.443590720989006684e+02 9.888450704225351728e+01
4.100000000000000000e+01 6.922368712471613605e+01 4.979999999999999716e+01
1.090000000000000000e+02 1.413823719609658554e+02 9.842385321100917395e+01
1.320000000000000000e+02 1.474331660261757122e+02 1.028303030303030283e+02
8.000000000000000000e+00 2.718420203588381057e+01 2.167500000000000071e+01
1.460000000000000000e+02 1.291284443584675330e+02 8.928630136986301125e+01
1.220000000000000000e+02 1.298776271199465384e+02 9.057868852459016296e+01
1.220000000000000000e+02 1.486611953735313421e+02 1.041852459016393340e+02
1.200000000000000000e+01 4.326758708548705101e+01 3.229999999999999716e+01
1.400000000000000000e+02 1.684472265957284094e+02 1.156571428571428584e+02
2.800000000000000000e+01 6.450856679524743242e+01 4.640714285714285836e+01
5.000000000000000000e+01 8.126696047857156202e+01 5.839999999999999858e+01
5.900000000000000000e+01 9.246948981608331053e+01 6.454576271186441261e+01
9.000000000000000000e+00 3.183427977486147498e+01 2.424444444444444358e+01
1.190000000000000000e+02 1.363768938376319966e+02 9.463193277310925566e+01
7.500000000000000000e+01 8.068792787845673331e+01 5.873333333333333428e+01
1.390000000000000000e+02 1.510249596179985190e+02 1.053035971223021647e+02
6.300000000000000000e+01 6.096617530006671615e+01 4.487936507936507979e+01
6.900000000000000000e+01 1.191139047488616711e+02 8.298840579710144993e+01
1.410000000000000000e+02 1.411654179631824491e+02 9.721134751773048777e+01
5.400000000000000000e+01 8.184653453290050606e+01 5.794814814814814952e+01
7.400000000000000000e+01 1.261950384572321440e+02 8.750270270270270601e+01
5.100000000000000000e+01 7.618804444270999454e+01 5.411372549019607447e+01
1.140000000000000000e+02 1.695120129933251860e+02 1.165105263157894768e+02
3.000000000000000000e+00 1.547590619944077694e+01 1.313333333333333464e+01
1.000000000000000000e+02 9.057783276070962586e+01 6.415000000000000568e+01
1.160000000000000000e+02 1.753339747231305239e+02 1.185499999999999972e+02
2.800000000000000000e+01 5.226412091502066914e+01 3.890714285714285836e+01
1.370000000000000000e+02 1.167946799647024250e+02 8.140583941605839868e+01
2.500000000000000000e+01 4.497346983300563039e+01 3.379999999999999716e+01
1.100000000000000000e+01 3.430937552854533124e+01 2.616363636363636402e+01
1.000000000000000000e+01 3.383753485682156992e+01 2.580000000000000071e+01
1.450000000000000000e+02 1.454882404828321114e+02 1.007310344827586164e+02
3.600000000000000000e+01 5.808224578721019782e+01 4.341111111111111143e+01
