1.120000000000000000e+02 1.566499009435438268e+02 1.086901425240787944e+02
1.080000000000000000e+02 1.515784190224217127e+02 1.026153767679679305e+02
7.700000000000000000e+01 1.113054468871572880e+02 7.704644391283231641e+01
4.900000000000000000e+01 9.705646772836496439e+01 6.908026038962539417e+01
6.000000000000000000e+01 7.308374680366054577e+01 5.282548916228559932e+01
4.600000000000000000e+01 6.028181107973018982e+01 4.419974387839307894e+01
2.800000000000000000e+01 7.918299922735651819e+01 5.458168018244364816e+01
6.100000000000000000e+01 6.449557363050419667e+01 4.634392776845766804e+01
3.000000000000000000e+01 6.961424725745408182e+01 5.030751263800761564e+01
4.700000000000000000e+01 6.510679224689687317e+01 4.914973721142071383e+01
7.000000000000000000e+00 3.830421671264483052e+01 3.165308233756290690e+01
4.000000000000000000e+00 1.979748706917255774e+01 1.729529682094010568e+01
2.400000000000000000e+01 5.595712052906169021e+01 4.134134480665514388e+01
1.440000000000000000e+02 1.681696584177105365e+02 1.178599333164152512e+02
9.000000000000000000e+00 2.585715551741734330e+01 2.060682705589669794e+01
7.200000000000000000e+01 1.431691971213005559e+02 1.024461140914251303e+02
1.150000000000000000e+02 1.184109146195577722e+02 8.309471757838157657e+01
9.700000000000000000e+01 1.254540955631954802e+02 8.714106373149348883e+01
1.490000000000000000e+02 1.309605502786698139e+02 9.123790107394577831e+01
1.180000000000000000e+02 1.557076973198626035e+02 1.070704972476307688e+02
2.200000000000000000e+01 5.889168350589461909e+01 4.408842318928045501e+01
1.400000000000000000e+01 3.255203711993475224e+01 2.536282491905043202e+01
1.040000000000000000e+02 1.091965609570903410e+02 8.018933848438170742e+01
8.800000000000000000e+01 1.466348006964968249e+02 1.042761897460537597e+02
1.600000000000000000e+01 3.643651599084812887e+01 2.808850448147051893e+01
7.100000000000000000e+01 1.051394899741874269e+02 7.419694411864348638e+01
1.100000000000000000e+02 1.040694861918078402e+02 7.274541088869709426e+01
1.400000000000000000e+02 1.865455109135804719e+02 1.244535842223598792e+02
2.000000000000000000e+01 4.731545192063523331e+01 3.731539406550945159e+01
5.300000000000000000e+01 9.124500920537909110e+01 6.504903704951021837e+01
1.280000000000000000e+02 1.058599870792281052e+02 7.531555679315553675e+01
1.300000000000000000e+02 1.067138340360306330e+02 7.641194869722643546e+01
8.000000000000000000e+00 2.411848563594903894e+01 1.828146622272928212e+01
1.230000000000000000e+02 1.570872420093913036e+02 1.100596007849477616e+02
6.900000000000000000e+01 1.100512708322696653e+02 7.981715907076764438e+01
7.200000000000000000e+01 7.344320280177419136e+01 5.144552024434752013e+01
9.600000000000000000e+01 1.310004217430570179e+02 9.433808565717110639e+01
8.600000000000000000e+01 7.186147861699211603e+01 5.284390749945214338e+01
