1.396749063049164574e+00 3.443857242552258668e+00 2.384285458271298896e+00 2.968574111153525319e+00 3.343269230769230660e+00 5.500326960109678964e+01 5.653164221963583458e+01 7.870821976108129547e+01 4.000000000000000000e+01
2.002976334746505938e+00 3.411189702003358359e+00 1.582670705516974197e+00 3.145967414381766414e+00 1.015151515151515138e+00 5.552521351663259708e+01 5.719796937734624720e+01 7.708684965549633716e+01 4.000000000000000000e+01
1.585163758287544633e+00 3.473953464439372585e+00 2.163658939889099297e+00 2.917233780040032975e+00 2.217672413793103203e+00 5.459661248784993859e+01 5.282615755175925898e+01 7.628057846581148738e+01 4.000000000000000000e+01
1.480426422804655084e+00 3.314454017339988567e+00 1.698660169901905936e+00 3.152464559537923261e+00 2.089285714285714413e+00 4.625241134096697948e+01 4.472454101088580813e+01 6.534668475404139087e+01 4.000000000000000000e+01
1.479087378178796763e+00 3.314454017339988567e+00 1.799743106557645911e+00 2.929891028178473356e+00 3.202380952380952106e+00 5.314578819887341865e+01 5.397886279926350994e+01 7.549286140971176451e+01 4.000000000000000000e+01
1.529357314102111731e+00 3.646778057984196852e+00 1.886982335441064862e+00 3.380765824125984143e+00 1.853794642857142794e+00 5.564444903603191506e+01 5.517769148938357660e+01 8.088353190763669431e+01 4.000000000000000000e+01
1.177647988255603462e+00 3.473953464439372585e+00 1.735583917900362261e+00 3.255715723014466878e+00 9.918699186991868366e-01 4.622012522063334217e+01 4.483093195221069038e+01 6.442409458019957924e+01 4.000000000000000000e+01
1.468163693051490304e+00 3.473953464439372585e+00 1.877321446520074710e+00 3.428556137769015688e+00 4.178571428571428825e+00 4.369537623787500991e+01 3.684940546850403820e+01 6.260971766658450832e+01 4.000000000000000000e+01
1.220551807209213635e+00 3.443857242552258668e+00 2.272979917606407163e+00 2.746837021877582163e+00 2.066715542521993854e+00 6.164786523421745557e+01 6.632122531846977154e+01 8.806841451721949454e+01 4.000000000000000000e+01
1.985840844086744328e+00 3.443857242552258668e+00 1.902732803625868163e+00 3.057180326675362991e+00 2.265679442508711006e+00 5.924405067383362677e+01 6.296380955562417370e+01 8.462120709515151873e+01 4.000000000000000000e+01
1.090552921662280683e+00 6.324555320336762598e+00 4.786357832276956437e+00 5.041494487418060721e+00 4.173913043478260754e+00 5.257072127026494002e+01 5.653867167310455244e+01 7.683113033651656565e+01 4.000000000000000000e+01
2.197041319954741834e+00 3.314454017339988567e+00 1.631239964284333155e+00 3.048936594289995750e+00 1.428571428571428603e+00 5.660101184435123400e+01 5.527370365825044018e+01 7.928851244729838754e+01 4.000000000000000000e+01
1.509495595775177668e+00 3.443857242552258668e+00 2.316770332177366498e+00 3.501796036347750718e+00 1.716831683168316802e+00 6.556562035222754048e+01 6.847402679868665132e+01 9.393033811199329364e+01 4.000000000000000000e+01
