1.476644539781722054e+00 3.443857242552258668e+00 2.384285458271298896e+00 3.528752112800606966e+00 3.343269230769230660e+00 5.500326960109678964e+01 5.653164221963583458e+01 7.846148158513516080e+01 4.000000000000000000e+01
2.051857962654706213e+00 3.411189702003358359e+00 1.582670705516974197e+00 3.976412549171988164e+00 1.015151515151515138e+00 5.552521351663259708e+01 5.719796937734624720e+01 7.483400409999144642e+01 4.000000000000000000e+01
1.798424391967881286e+00 3.473953464439372585e+00 2.163658939889099297e+00 3.297367341163303767e+00 2.217672413793103203e+00 5.459661248784993859e+01 5.282615755175925898e+01 7.529094172025358489e+01 4.000000000000000000e+01
1.686987306225364192e+00 3.314454017339988567e+00 1.698660169901905936e+00 3.587209460717757370e+00 2.089285714285714413e+00 4.625241134096697948e+01 4.472454101088580813e+01 6.406315454545185162e+01 4.000000000000000000e+01
1.670476397409373037e+00 3.314454017339988567e+00 1.799743106557645911e+00 3.134386539248400272e+00 3.202380952380952106e+00 5.314578819887341865e+01 5.397886279926350994e+01 7.385668093013082114e+01 4.000000000000000000e+01
1.640618866271504439e+00 3.646778057984196852e+00 1.886982335441064862e+00 3.959267572343808883e+00 1.853794642857142794e+00 5.564444903603191506e+01 5.517769148938357660e+01 7.950026908008734949e+01 4.000000000000000000e+01
1.308025172433640249e+00 3.473953464439372585e+00 1.735583917900362261e+00 3.546273150999935453e+00 9.918699186991868366e-01 4.622012522063334217e+01 4.483093195221069038e+01 6.347355436697720421e+01 4.000000000000000000e+01
1.468440424989572390e+00 3.473953464439372585e+00 1.877321446520074710e+00 3.888388084776245979e+00 4.178571428571428825e+00 4.369537623787500991e+01 3.684940546850403820e+01 6.285128165530404942e+01 4.000000000000000000e+01
1.413777675282434254e+00 3.443857242552258668e+00 2.272979917606407163e+00 3.407720712750052616e+00 2.066715542521993854e+00 6.164786523421745557e+01 6.632122531846977154e+01 8.571469641294181940e+01 4.000000000000000000e+01
2.050364223903264893e+00 3.443857242552258668e+00 1.902732803625868163e+00 3.482509292729419226e+00 2.265679442508711006e+00 5.924405067383362677e+01 6.296380955562417370e+01 8.260099877100958565e+01 4.000000000000000000e+01
1.132246795034271170e+00 6.324555320336762598e+00 4.786357832276956437e+00 5.812525088929690220e+00 4.173913043478260754e+00 5.257072127026494002e+01 5.653867167310455244e+01 7.666897395301675999e+01 4.000000000000000000e+01
2.292552832239926008e+00 3.314454017339988567e+00 1.631239964284333155e+00 3.865663592702223816e+00 1.428571428571428603e+00 5.660101184435123400e+01 5.527370365825044018e+01 7.682977922875328147e+01 4.000000000000000000e+01
1.554933191468259590e+00 3.443857242552258668e+00 2.316770332177366498e+00 4.288057624896061348e+00 1.716831683168316802e+00 6.556562035222754048e+01 6.847402679868665132e+01 9.148205072872067944e+01 4.000000000000000000e+01
1.741206077095480476e+00 3.473953464439372585e+00 8.708924494393767146e-01 4.159264523010469006e+00 1.000000000000000000e+00 5.411294722639734545e+01 5.858489019215728177e+01 7.332805591292640202e+01 4.000000000000000000e+01
