4.242640687119287435e+00 2.859010862235156214e+00 4.200717044352955121e+00 6.106022051188695343e-01 8.308363319562610627e+01 1.036654137272071239e+02 1.800000000000000000e+01
3.239823670937334033e+00 1.776058941489549348e+00 4.379729296528661386e+00 5.751907761425573140e-01 5.192172287057381652e+01 5.709105272724698210e+01 9.900000000000000000e+01
4.690415759823431507e+00 4.390535887966255046e+00 5.280890754393022135e+00 6.809374310502859240e-01 7.626199692028282584e+01 8.235208136064079554e+01 2.200000000000000000e+01
3.464101615137754830e+00 1.385170722772674168e+00 3.942966259539474994e+00 5.408206776901912649e-01 5.830084169331312438e+01 6.776142106046884805e+01 1.200000000000000000e+01
3.104867840429258230e+00 1.126399633391963917e+00 4.429630829329424202e+00 8.000014493562496165e-01 3.722276529285882418e+01 4.718080781953330671e+01 8.700000000000000000e+01
4.609769415537337878e+00 2.931680269527902727e+00 5.492495600832794977e+00 7.526710779306831078e-01 7.930619522094228557e+01 1.023738723309729579e+02 9.100000000000000000e+01
4.099811211615365991e+00 2.108422326697681370e+00 5.798020308588998972e+00 5.711085200304063525e-01 5.561623737674264589e+01 6.952182007373748718e+01 6.600000000000000000e+01
3.443857242552258668e+00 1.977846997244890881e+00 3.595075442024548984e+00 6.131191301241948333e-01 6.117469497292444203e+01 7.412298317840973993e+01 4.000000000000000000e+01
3.964206612230354754e+00 2.618172877499155060e+00 3.924636040143230975e+00 6.408218058061642131e-01 6.742224951006700451e+01 8.283123069386886073e+01 5.900000000000000000e+01
4.389777478989672410e+00 2.294744433281172835e+00 4.499980687569670401e+00 5.994649420464301937e-01 5.693800747119921368e+01 7.080782142668240908e+01 8.100000000000000000e+01
3.902627371513785359e+00 1.254002151640339235e+00 4.603699584910485143e+00 6.518464890628500319e-01 4.111570106296095162e+01 4.909085799521596982e+01 5.600000000000000000e+01
3.630258384154714690e+00 1.422816623790254420e+00 5.510059901384490644e+00 7.135242200964025949e-01 7.008732424685349827e+01 8.655457266342696698e+01 4.300000000000000000e+01
3.929967915878559204e+00 2.137463906425944860e+00 4.822379503059759820e+00 6.178215295162035048e-01 5.900584337433735982e+01 7.245505537919841288e+01 6.500000000000000000e+01
2.615827648983457543e+00 1.396253060157289783e+00 3.744749908577890807e+00 6.128664748166449128e-01 6.037831215403200247e+01 7.091187563251584436e+01 5.000000000000000000e+01
2.895846236466804502e+00 5.177229141583771233e-01 4.367308207414622778e+00 7.835652899491076795e-01 4.635910166254245723e+01 5.650364643410402010e+01 2.400000000000000000e+01
3.827548416854903213e+00 8.676143409567385056e-01 4.747802984560574480e+00 5.579264535497707733e-01 4.554623455682862954e+01 5.502575049709515298e+01 4.700000000000000000e+01
3.510133849839385700e+00 1.646889409490897904e+00 3.006045918447359355e+00 7.197423781665381881e-01 6.042238368407401339e+01 7.193794861329989487e+01 4.400000000000000000e+01
4.356724447020530633e+00 2.186012033521325559e+00 5.613309167426919544e+00 7.482054439541586666e-01 6.851044460193712382e+01 7.879873162453306179e+01 7.300000000000000000e+01
4.999999999999998224e+00 1.520670359124102422e+00 5.910085863070235312e+00 9.222903158094387654e-01 7.211051320054464497e+01 6.570811267377814602e+01 5.000000000000000000e+00
4.531453412569083739e+00 2.571052100709253274e+00 4.220338394881575361e+00 5.866314892090023214e-01 5.023577631779480868e+01 6.383050688795935912e+01 9.700000000000000000e+01
3.151905416248159675e+00 1.066914535465393277e+00 4.009041366444434651e+00 7.121491105638689811e-01 3.938433632271797080e+01 4.900759390595037246e+01 9.600000000000000000e+01
4.031771874790341492e+00 2.500598009931976673e+00 5.396894923859715476e+00 7.091686897208557827e-01 7.977463607874251750e+01 1.024786844183861518e+02 6.100000000000000000e+01
4.582575694955841605e+00 2.878876810500894834e+00 5.131139048188161134e+00 6.950042607575529496e-01 7.736872178355392293e+01 9.243157322320209346e+01 2.100000000000000000e+01
3.591323212142540466e+00 2.346530586485308323e+00 4.140354011098763110e+00 7.204269152498188333e-01 7.595897646808279546e+01 9.547366076188266959e+01 4.600000000000000000e+01
3.149526125064945781e+00 1.885224879661193231e+00 4.012379391039845089e+00 6.439243068052499241e-01 6.222213500204571091e+01 8.015168157845805297e+01 9.800000000000000000e+01
3.771513019646774989e+00 2.158430322976313764e+00 4.002355498454736704e+00 6.776935037771346648e-01 6.517059599643688728e+01 8.025107693254470576e+01 5.500000000000000000e+01
3.091999791301537126e+00 1.810949556545317973e+00 4.433878297299486348e+00 5.973176977813107191e-01 5.737682915430345076e+01 7.229451735019377168e+01 9.600000000000000000e+01
2.881964672562266738e+00 1.302627087289924823e+00 4.041437670411616168e+00 5.565191199930102917e-01 4.814256500443599407e+01 6.180568245189681420e+01 7.900000000000000000e+01
3.038272760218802659e+00 1.737346992218559150e+00 2.708074932467911644e+00 6.300265411401537730e-01 5.792207972356816015e+01 6.510092391617972396e+01 3.100000000000000000e+01
4.326853384396010860e+00 2.621235146692588280e+00 4.428299621438888778e+00 6.363819595509476734e-01 7.628885601825777485e+01 9.556624838235300956e+01 6.600000000000000000e+01
3.171555652704116213e+00 1.240927110848899950e+00 4.031404636373849826e+00 6.270211035616248818e-01 5.002329674565164197e+01 6.146978027511708120e+01 8.900000000000000000e+01
2.527707425511104056e+00 1.010084387268846084e+00 2.709957928122776138e+00 6.164535715644432479e-01 4.560811075246433433e+01 5.407926766195060964e+01 4.400000000000000000e+01
4.301633394823483947e+00 2.463886715544221673e+00 4.467542455707577354e+00 6.267027788535775024e-01 6.969573979989225165e+01 9.029937064932182977e+01 7.900000000000000000e+01
