1.500000000000000000e+01 9.341443958833012262e-01
4.900000000000000000e+01 9.104056635623325455e-01
7.900000000000000000e+01 9.037865695118439957e-01
5.100000000000000000e+01 8.873353452724879187e-01
8.500000000000000000e+01 9.292124604719114167e-01
5.800000000000000000e+01 8.935510330866884843e-01
3.100000000000000000e+01 8.701117644592107903e-01
9.500000000000000000e+01 8.876554040767100640e-01
5.200000000000000000e+01 9.385393932892260871e-01
3.900000000000000000e+01 8.785303010991970529e-01
3.200000000000000000e+01 8.912067290946035225e-01
4.400000000000000000e+01 9.052690543477015517e-01
8.600000000000000000e+01 9.024104537198076592e-01
3.300000000000000000e+01 8.587850760021926710e-01
8.300000000000000000e+01 9.135942495743812897e-01
6.400000000000000000e+01 9.316396836888425348e-01
7.700000000000000000e+01 9.793021502890184582e-01
4.400000000000000000e+01 8.850216065180239733e-01
4.100000000000000000e+01 9.107748444420334932e-01
9.000000000000000000e+00 9.395344688920461707e-01
1.800000000000000000e+01 9.158118376444605024e-01
4.100000000000000000e+01 9.059374692424597697e-01
8.100000000000000000e+01 9.240434288862969803e-01
9.400000000000000000e+01 9.522366147351304377e-01
9.400000000000000000e+01 9.052763076221695959e-01
5.000000000000000000e+01 8.911365153708573628e-01
5.900000000000000000e+01 8.853616132853152632e-01
9.400000000000000000e+01 9.336796596666706582e-01
7.600000000000000000e+01 9.102669675386407810e-01
9.400000000000000000e+01 8.856377895183963345e-01
4.000000000000000000e+01 9.173704608313644204e-01
5.000000000000000000e+01 9.011064129141475032e-01
6.100000000000000000e+01 9.324097451962541916e-01
2.200000000000000000e+01 8.818332955346426250e-01
9.600000000000000000e+01 8.752620442825794767e-01
9.000000000000000000e+01 9.202575565661340606e-01
9.800000000000000000e+01 9.226975686059208925e-01
8.700000000000000000e+01 8.844220032870959702e-01
6.000000000000000000e+01 9.054523387821380442e-01
3.100000000000000000e+01 9.075866113306753080e-01
7.700000000000000000e+01 9.230523078464933917e-01
6.100000000000000000e+01 8.992539001758570461e-01
9.700000000000000000e+01 9.527025655462695308e-01
8.200000000000000000e+01 9.371540837270347923e-01
9.900000000000000000e+01 9.091044381006758712e-01
4.000000000000000000e+01 8.777168922951698038e-01
6.100000000000000000e+01 8.722331944471903853e-01
6.900000000000000000e+01 8.901015702582751876e-01
6.900000000000000000e+01 9.262132546063798211e-01
7.800000000000000000e+01 9.013805559899299436e-01
6.700000000000000000e+01 8.878121199931136021e-01
8.500000000000000000e+01 8.905001136917427562e-01
9.300000000000000000e+01 8.962090650412901649e-01
8.400000000000000000e+01 9.027438541418019158e-01
6.600000000000000000e+01 9.008610123425598859e-01
2.800000000000000000e+01 9.009557610583740495e-01
4.900000000000000000e+01 8.796835901310735562e-01
7.300000000000000000e+01 8.815305638357465723e-01
9.100000000000000000e+01 9.247065203221628282e-01
7.200000000000000000e+01 8.802226552644204505e-01
1.500000000000000000e+01 9.343261255858406056e-01
6.000000000000000000e+01 9.171153378565677361e-01
1.500000000000000000e+01 9.047776199885312343e-01
5.000000000000000000e+01 8.949985583547743762e-01
6.900000000000000000e+01 9.124795574394077846e-01
2.000000000000000000e+01 9.011370824079553143e-01
4.000000000000000000e+01 9.089730512481660751e-01
9.700000000000000000e+01 8.734350535693815587e-01
7.100000000000000000e+01 9.104861831462400801e-01
7.200000000000000000e+01 9.386874300581511399e-01
3.200000000000000000e+01 9.136909505251364916e-01
3.800000000000000000e+01 9.128725815065791283e-01
4.100000000000000000e+01 9.191026016576896440e-01
9.000000000000000000e+01 9.381286010924935193e-01
5.300000000000000000e+01 9.446086051096560521e-01
9.500000000000000000e+01 8.606666200984620652e-01
1.000000000000000000e+02 8.943320974771894472e-01
4.800000000000000000e+01 9.394036693515347425e-01
5.600000000000000000e+01 8.963614192461870633e-01
9.200000000000000000e+01 9.465204076457194304e-01
3.600000000000000000e+01 8.732936244355119504e-01
8.400000000000000000e+01 9.127758624057972225e-01
7.700000000000000000e+01 9.264841398396109762e-01
9.600000000000000000e+01 8.840198803359935464e-01
7.300000000000000000e+01 9.268334087939642529e-01
4.500000000000000000e+01 8.940652638705279820e-01
6.300000000000000000e+01 9.249354560454170482e-01
9.100000000000000000e+01 9.494703596611719920e-01
5.200000000000000000e+01 9.241782603779642447e-01
6.700000000000000000e+01 9.359196645610853293e-01
3.200000000000000000e+01 9.461401740443188269e-01
