1.352622679369266336e+02 4.658828536501943951e+00 2.569432855954150163e+00 4.027235992473516824e+00 2.198059726274342207e+00 2.800000000000000000e+01 1.770852017937219713e+01 1.862500000000000000e+01 1.398000000000000114e+02 8.594260089686098070e+01 9.292499999999999716e+01 2.200000000000000000e+01 7.964285714285714413e+00 1.764506624136975566e+00 1.120000000000000000e+02
1.721494316682539534e+02 3.309162757266211230e+00 2.085064899070822264e+00 2.977572857608743462e+00 2.456265378140378264e+00 3.900000000000000000e+01 2.259069767441860321e+01 2.348148148148148096e+01 1.948000000000000114e+02 1.103534883720930253e+02 1.172074074074074019e+02 1.400000000000000000e+01 5.512820512820512775e+00 1.371200360753003222e+00 1.080000000000000000e+02
1.207854838060373055e+02 4.228177557151115984e+00 2.486636598087339500e+00 3.861777844375750668e+00 3.194420863987927017e+00 2.800000000000000000e+01 1.584967320261437962e+01 1.674025974025974151e+01 1.398000000000000114e+02 7.664836601307189312e+01 8.350129870129869403e+01 1.200000000000000000e+01 5.464285714285714413e+00 1.476946940257149787e+00 7.700000000000000000e+01
9.456130097267438828e+01 3.875700059961416866e+00 1.639595473908687540e+00 3.493481402942298697e+00 2.489898989898990056e+00 2.400000000000000000e+01 1.279381443298969145e+01 1.365306122448979664e+01 1.197999999999999972e+02 6.136907216494845585e+01 6.806530612244897327e+01 8.000000000000000000e+00 4.041666666666666963e+00 1.277662144954998302e+00 4.900000000000000000e+01
9.521208646694547895e+01 3.984245155169844566e+00 2.134443457754641393e+00 3.523459179744085290e+00 2.965986394557822869e+00 2.200000000000000000e+01 1.289915966386554658e+01 1.378333333333333321e+01 1.097999999999999972e+02 6.189579831932773146e+01 6.871666666666666856e+01 1.000000000000000000e+01 5.409090909090909172e+00 1.375023970341856971e+00 6.000000000000000000e+01
6.947144422207152559e+01 3.678985088744505916e+00 1.966307221637431768e+00 3.030529509395982757e+00 2.439682539682539897e+00 1.500000000000000000e+01 9.109890109890109500e+00 1.000000000000000000e+01 7.479999999999999716e+01 4.294945054945055318e+01 4.979999999999999716e+01 1.200000000000000000e+01 6.066666666666666430e+00 1.209745164494081759e+00 4.600000000000000000e+01
8.140842692953108894e+01 3.080024803083043494e+00 2.085030846909701641e+00 2.874438034492420968e+00 3.550000000000000266e+00 1.900000000000000000e+01 1.074545454545454604e+01 1.153571428571428648e+01 9.479999999999999716e+01 5.112727272727272521e+01 5.747857142857142776e+01 6.000000000000000000e+00 2.894736842105263275e+00 1.131469176512430064e+00 2.800000000000000000e+01
7.414738658921746151e+01 3.917437508547000125e+00 1.881810000348309808e+00 3.709720049159871635e+00 1.806923076923077076e+00 1.600000000000000000e+01 9.826446280991735449e+00 1.073770491803278659e+01 7.979999999999999716e+01 4.653223140495867938e+01 5.348852459016393368e+01 1.400000000000000000e+01 7.562500000000000000e+00 1.374029217503445865e+00 6.100000000000000000e+01
6.449199749712055052e+01 5.477225575051663853e+00 2.999999999999996447e+00 4.422166387140531896e+00 1.555555555555555358e+00 1.600000000000000000e+01 8.559322033898304483e+00 9.400000000000000355e+00 7.979999999999999716e+01 4.019661016949152810e+01 4.679999999999999716e+01 6.000000000000000000e+00 3.687500000000000000e+00 1.366603514599663560e+00 3.000000000000000000e+01
7.752113127031735473e+01 3.580281973812205809e+00 1.801407505325596681e+00 3.428017441130252863e+00 2.124567474048443039e+00 1.900000000000000000e+01 1.013978494623655990e+01 1.102127659574468055e+01 9.479999999999999716e+01 4.809892473118279099e+01 5.490638297872340701e+01 1.200000000000000000e+01 4.894736842105262831e+00 1.346190516520323177e+00 4.700000000000000000e+01
