0.000000000000000000e+00 2.284335069568972643e-01
1.000000000000000000e+00 1.675931673043782044e-01
2.000000000000000000e+00 1.653030724177435573e-01
3.000000000000000000e+00 1.320738319533089900e-01
4.000000000000000000e+00 9.683033579309713312e-01
5.000000000000000000e+00 9.996657690993675516e-01
6.000000000000000000e+00 9.996457271192444871e-01
7.000000000000000000e+00 9.683033579309708871e-01
8.000000000000000000e+00 9.996657690993685508e-01
9.000000000000000000e+00 9.996457271192451532e-01
1.000000000000000000e+01 5.455503089236833913e-01
1.100000000000000000e+01 4.639384044822953412e-01
1.200000000000000000e+01 2.147131505956032804e-01
