8.324876392382626022e+01 6.324555320336762598e+00 3.741657386773933336e+00 6.419296945296222745e+00 2.391304347826086918e+00 2.200000000000000000e+01 1.127848101265822756e+01 1.212500000000000000e+01 1.097999999999999972e+02 5.379240506329114169e+01 6.042499999999999716e+01 8.000000000000000000e+00 3.590909090909090828e+00 1.361149547216724764e+00 4.000000000000000000e+01
9.023349782610833358e+01 3.375437903527040984e+00 2.221656334876681793e+00 3.488749262651874794e+00 2.949999999999999734e+00 2.000000000000000000e+01 1.234177215189873422e+01 1.317500000000000071e+01 9.979999999999999716e+01 5.910886075949366614e+01 6.567499999999999716e+01 8.000000000000000000e+00 3.950000000000000178e+00 1.389931298579907715e+00 4.000000000000000000e+01
6.480255052734010235e+01 3.375437903527040984e+00 1.821767729641206035e+00 3.815865431238114169e+00 1.339682539682539586e+00 1.300000000000000000e+01 8.721518987341772444e+00 9.599999999999999645e+00 6.479999999999999716e+01 4.100759493670886258e+01 4.779999999999999716e+01 1.400000000000000000e+01 6.076923076923076650e+00 1.692290426081882959e+00 4.000000000000000000e+01
6.482741122416872770e+01 3.375437903527040984e+00 1.500498958513570624e+00 3.940010600264665541e+00 1.482204861111111160e+00 1.700000000000000000e+01 8.772151898734177777e+00 9.650000000000000355e+00 8.479999999999999716e+01 4.126075949367088214e+01 4.804999999999999716e+01 1.000000000000000000e+01 4.647058823529412130e+00 1.347039110989926014e+00 4.000000000000000000e+01
7.477149953838677732e+01 3.473953464439372585e+00 1.731177656227772310e+00 3.709068463524164194e+00 2.715789473684210531e+00 2.100000000000000000e+01 1.044303797468354489e+01 1.130000000000000071e+01 1.047999999999999972e+02 4.961518987341771947e+01 5.629999999999999716e+01 1.000000000000000000e+01 3.761904761904761862e+00 1.311165936238489538e+00 4.000000000000000000e+01
6.729044777695683877e+01 3.473953464439372585e+00 1.782602457966000919e+00 3.762265599796544180e+00 1.324561403508772051e+00 1.800000000000000000e+01 9.227848101265822223e+00 1.009999999999999964e+01 8.979999999999999716e+01 4.353924050632911502e+01 5.029999999999999716e+01 8.000000000000000000e+00 4.388888888888889284e+00 1.495506649841849889e+00 4.000000000000000000e+01
6.273913352007636490e+01 3.515112659837269060e+00 1.138005114873995582e+00 4.096811429970199647e+00 1.848739495798319421e+00 1.500000000000000000e+01 8.620253164556961778e+00 9.500000000000000000e+00 7.479999999999999716e+01 4.050126582278480925e+01 4.729999999999999716e+01 8.000000000000000000e+00 5.266666666666666607e+00 1.371505400935796981e+00 4.000000000000000000e+01
7.737173329298968838e+01 3.427873620019257661e+00 1.210058788045746292e+00 3.969739310272343946e+00 5.555555555555556246e+00 2.000000000000000000e+01 1.051898734177215111e+01 1.137500000000000000e+01 9.979999999999999716e+01 4.999493670886076302e+01 5.667499999999999716e+01 8.000000000000000000e+00 3.950000000000000178e+00 1.236284273162098879e+00 4.000000000000000000e+01
6.254578788596384697e+01 3.515112659837269060e+00 1.401934205084611529e+00 3.917760387981464643e+00 5.833333333333332593e-01 1.700000000000000000e+01 8.468354430379747555e+00 9.349999999999999645e+00 8.479999999999999716e+01 3.974177215189872925e+01 4.654999999999999716e+01 1.200000000000000000e+01 4.647058823529412130e+00 1.330140103261143736e+00 4.000000000000000000e+01
8.597474550387696013e+01 6.324555320336762598e+00 3.999999999999996003e+00 6.196708283305508047e+00 3.809523809523809312e+00 2.000000000000000000e+01 1.170886075949367111e+01 1.255000000000000071e+01 9.979999999999999716e+01 5.594430379746835058e+01 6.254999999999999716e+01 8.000000000000000000e+00 3.950000000000000178e+00 1.389996670086706354e+00 4.000000000000000000e+01
6.411932811163826784e+01 3.552343858581805236e+00 1.601186478522850676e+00 3.956002916143933845e+00 1.277192982456140546e+00 1.600000000000000000e+01 8.721518987341772444e+00 9.599999999999999645e+00 7.979999999999999716e+01 4.100759493670886258e+01 4.779999999999999716e+01 1.000000000000000000e+01 4.937500000000000000e+00 1.612206082458571776e+00 4.000000000000000000e+01
7.911892098682544372e+01 6.324555320336760822e+00 4.123105625617651704e+00 5.692466475356268596e+00 4.400000000000000355e+00 2.200000000000000000e+01 1.092405063291139200e+01 1.177500000000000036e+01 1.097999999999999972e+02 5.202025316455696213e+01 5.867499999999999716e+01 8.000000000000000000e+00 3.590909090909090828e+00 1.275871470003179242e+00 4.000000000000000000e+01
6.147687368848642819e+01 3.515112659837269060e+00 1.295668420148757161e+00 3.808665431260486844e+00 7.142857142857143016e-01 1.600000000000000000e+01 8.367088607594936889e+00 9.250000000000000000e+00 7.979999999999999716e+01 3.923544303797468302e+01 4.604999999999999716e+01 1.000000000000000000e+01 4.937500000000000000e+00 1.525311464882501244e+00 4.000000000000000000e+01
7.597631228760167232e+01 3.443857242552258668e+00 1.802403035606322534e+00 3.671862269243444388e+00 2.216761633428300016e+00 1.800000000000000000e+01 1.026582278481012622e+01 1.112500000000000000e+01 8.979999999999999716e+01 4.872911392405062969e+01 5.542499999999999716e+01 1.000000000000000000e+01 4.388888888888889284e+00 1.443159819843623515e+00 4.000000000000000000e+01
6.443156186017526466e+01 3.646778057984196852e+00 1.428786019963983911e+00 4.300689494058951290e+00 1.568627450980392135e+00 1.700000000000000000e+01 8.746835443037975111e+00 9.625000000000000000e+00 8.479999999999999716e+01 4.113417721518987946e+01 4.792499999999999716e+01 8.000000000000000000e+00 4.647058823529412130e+00 1.304043358555979859e+00 4.000000000000000000e+01
8.152347061025824360e+01 3.515112659837269060e+00 1.930782036686520708e+00 3.703042867436046492e+00 1.567226890756302504e+00 1.900000000000000000e+01 1.107594936708860800e+01 1.192500000000000071e+01 9.479999999999999716e+01 5.277974683544303502e+01 5.942499999999999716e+01 8.000000000000000000e+00 4.157894736842105310e+00 1.431628160870050070e+00 4.000000000000000000e+01
9.278195200071445470e+01 3.411189702003358359e+00 2.218533802402824495e+00 3.307963982418925308e+00 3.806372549019608531e+00 2.100000000000000000e+01 1.256962025316455644e+01 1.340000000000000036e+01 1.047999999999999972e+02 6.024810126582278258e+01 6.679999999999999716e+01 8.000000000000000000e+00 3.761904761904761862e+00 1.392088513295524743e+00 4.000000000000000000e+01
7.559153674921950028e+01 3.552343858581805236e+00 1.485990148839639424e+00 4.241034830510299614e+00 3.801709401709401526e+00 2.000000000000000000e+01 1.041772151898734222e+01 1.127500000000000036e+01 9.979999999999999716e+01 4.948860759493670969e+01 5.617499999999999716e+01 8.000000000000000000e+00 3.950000000000000178e+00 1.307411005245517011e+00 4.000000000000000000e+01
9.388371218169035615e+01 3.473953464439372585e+00 1.421880530037843426e+00 3.890251166671035765e+00 2.672302056917441160e+00 2.200000000000000000e+01 1.292405063291139200e+01 1.375000000000000000e+01 1.097999999999999972e+02 6.202025316455696213e+01 6.854999999999999716e+01 6.000000000000000000e+00 3.590909090909090828e+00 1.339999516262996959e+00 4.000000000000000000e+01
7.344839764374543734e+01 3.411189702003358359e+00 1.967570107900184828e+00 3.411042582349991026e+00 1.833333333333333481e+00 1.800000000000000000e+01 9.936708860759493334e+00 1.080000000000000071e+01 8.979999999999999716e+01 4.708354430379746702e+01 5.379999999999999716e+01 1.000000000000000000e+01 4.388888888888889284e+00 1.506502120021322888e+00 4.000000000000000000e+01
7.978612013552859139e+01 3.411189702003358359e+00 1.935965651970212198e+00 3.934979786495278464e+00 1.698039215686274472e+00 1.800000000000000000e+01 1.072151898734177244e+01 1.157499999999999929e+01 8.979999999999999716e+01 5.100759493670886258e+01 5.767499999999999716e+01 1.000000000000000000e+01 4.388888888888889284e+00 1.546697379036102049e+00 4.000000000000000000e+01
4.992800047670019836e+01 3.443857242552258668e+00 1.318588709661507430e+00 3.798451034006248062e+00 7.675438596491228616e-01 1.300000000000000000e+01 6.797468354430379556e+00 7.700000000000000178e+00 6.479999999999999716e+01 3.138734177215189902e+01 3.829999999999999716e+01 1.400000000000000000e+01 6.076923076923076650e+00 1.398398210072742787e+00 4.000000000000000000e+01
5.689476720965399181e+01 3.375437903527040984e+00 1.806565431234990582e+00 3.384518099615567266e+00 1.507029478458049798e+00 1.200000000000000000e+01 7.708860759493671111e+00 8.599999999999999645e+00 5.979999999999999716e+01 3.594430379746835058e+01 4.279999999999999716e+01 1.200000000000000000e+01 6.583333333333333037e+00 1.664512968163833984e+00 4.000000000000000000e+01
6.021128682859441739e+01 3.375437903527040984e+00 1.761802981511739086e+00 3.442796770896205061e+00 1.250793650793650791e+00 1.300000000000000000e+01 8.189873417721518223e+00 9.074999999999999289e+00 6.479999999999999716e+01 3.834936708860759325e+01 4.517499999999999716e+01 1.000000000000000000e+01 6.076923076923076650e+00 1.728335425341549492e+00 4.000000000000000000e+01
7.713501961142152652e+01 3.473953464439372585e+00 1.859291866106441482e+00 3.803542400129216183e+00 2.088034188034188166e+00 2.000000000000000000e+01 1.049367088607595022e+01 1.134999999999999964e+01 9.979999999999999716e+01 4.986835443037974613e+01 5.654999999999999716e+01 6.000000000000000000e+00 3.950000000000000178e+00 1.419013980393350138e+00 4.000000000000000000e+01
7.807631484051871951e+01 3.314454017339988567e+00 2.053136413658843917e+00 3.525125205362297898e+00 2.421052631578947345e+00 1.700000000000000000e+01 1.049367088607595022e+01 1.134999999999999964e+01 8.479999999999999716e+01 4.986835443037974613e+01 5.654999999999999716e+01 8.000000000000000000e+00 4.647058823529412130e+00 1.509252467056084956e+00 4.000000000000000000e+01
