1.267379156757360459e+00 3.335914189305272171e+00 1.350696462193852199e+00 3.417140523326777313e+00 1.068493150684931559e+00 6.132051282051282470e+01 5.615384615384613909e+01 7.040849931931444416e+01 4.000000000000000000e+01
1.183296379237246843e+00 3.515112659837269060e+00 2.271452128370952561e+00 3.287571411680889621e+00 3.964062499999999822e+00 5.729166666666667140e+01 5.572916666666665719e+01 6.822229997705508708e+01 4.000000000000000000e+01
1.410722094361142265e+00 3.411189702003358359e+00 1.825700122815100190e+00 3.338938416031766554e+00 2.764077669902912593e+00 6.296717171717173045e+01 6.338383838383838764e+01 7.174233712054102341e+01 4.000000000000000000e+01
1.141020549576557741e+00 3.411189702003358359e+00 1.750396258794107318e+00 3.057703429851571730e+00 1.941176470588235281e+00 5.029040404040403445e+01 4.267676767676767469e+01 5.904382048716965414e+01 4.000000000000000000e+01
1.293930152923973287e+00 3.443857242552258668e+00 1.867083985173483951e+00 2.869948980324960264e+00 1.713942307692307931e+00 6.010416666666667140e+01 5.572916666666667140e+01 6.799318560075363393e+01 4.000000000000000000e+01
1.265561041726261493e+00 3.552343858581805236e+00 1.951232399646887883e+00 3.207641142464839223e+00 2.789772727272727515e+00 5.661375661375662105e+01 5.899470899470900775e+01 6.651903616670935548e+01 4.000000000000000000e+01
1.426672220476332242e+00 2.540515226981210795e+00 1.194115792859861580e+00 2.596773468755050551e+00 1.029970760233918092e+00 6.906250000000000000e+01 7.447916666666667140e+01 7.598684570513702852e+01 4.000000000000000000e+01
1.117578917024118601e+00 3.515112659837269060e+00 1.929763420769190496e+00 3.573707066712528579e+00 2.328559738134206469e+00 5.697916666666667140e+01 5.781249999999999289e+01 6.918729271510157730e+01 4.000000000000000000e+01
1.279141934371228917e+00 3.586363173595479736e+00 2.285122578340342159e+00 3.453675188600844326e+00 3.301282051282051100e+00 6.637566137566138025e+01 7.089947089947091285e+01 7.726634101460570037e+01 4.000000000000000000e+01
1.447513190505165914e+00 3.473953464439372585e+00 1.874937858930227019e+00 3.363449938756295055e+00 2.062801932367149593e+00 6.532828282828283761e+01 7.171717171717173755e+01 7.499212888875939598e+01 4.000000000000000000e+01
1.466543939245062100e+00 3.375437903527040984e+00 1.849265507988584245e+00 3.261472357162909397e+00 1.341666666666666563e+00 6.848717948717947479e+01 7.282051282051281760e+01 7.688631818079657876e+01 4.000000000000000000e+01
